,Altitude,Distance,Narrative,Report,Summary
510,3000,15,THIS FLT'S TA RESULTED FROM THE FLYING PLT LOSING SITUATIONAL AWARENESS AND NOT FLYING THE AIRPLANE AFTER INADVERTENTLY DISCONNECTING THE AUTOPLT WITH THE WHEEL MOUNTED SWITCH. THE FLYING PLT WAS DISTRACTED BY THE AUTOPLT CTL PANEL AND WAS HAVING ALT EXCURSIONS OF +0/-220 FT. DURING THIS TIME; I WAS LOOKING FOR TA TFC; COACHING THE PF AND ANSWERING ATC'S TFC ADVISORIES AND VECTORS. I FINALLY HAD TO FIRMLY COMMAND THE PF TO 'FLY THE ---- AIRPLANE!;' BEFORE THE PF TOOK APPROPRIATE ACTION. IN HINDSIGHT; I SHOULD HAVE PHYSICALLY TAKEN CTL OF MY FLT SOONER INSTEAD OF COACHING. THIS FLT'S INCIDENT IS AN EXAMPLE OF A DANGEROUS TREND THAT I HAVE NOTICED WITH EXPERIENCED PLTS FLYING MULTIPLE TYPES. IT IS EASY TO BECOME DISTRACTED TRYING TO FIND SWITCHES ON THE CTL WHEEL OR AUTOPLT CTL PANEL. FOR EXAMPLE; ON ONE ACFT; THE TOUCH WHEEL CTL STEERING SWITCH IS IN THE SAME PLACE AS THE PTT ON ANOTHER ACFT; WHICH IS THE FD COMMAND BAR SYNCH ON A THIRD ACFT. THE LIST GOES ON AND ON. THE INDUSTRY MUST STANDARDIZE ALL CTL WHEEL SWITCHES! USING DIFFERENT COLORS IS NOT ENOUGH! DIFFERENT SHAPE SWITCHES NEED TO BE USED. THIS IS SIMILAR TO WHAT WAS DONE YEARS AGO WITH PROP/MIXTURE/THROTTLE/LNDG GEAR/FLAP CTLS. THAT WAY THE PLT HAS INSTANT TACTILE FEEDBACK ON PROPER SWITCH ACTIVATION. LAST BUT NOT LEAST: FLY THE AIRPLANE!,capt OF lj60 IS distract BY coplt 'S inadvert disconnect OF autoplt subsequ flt path alt divers which . tca TA result . thi flt 'S TA result fli plt lose situat awar not fli airplan after inadvert disconnect autoplt wheel mount switch . fli plt wa distract BY autoplt ctl panel wa have alt excurs OF +0/-220 ft. dure thi time ; I wa look TA tfc ; coach PF answer atc 'S tfc advisori vector . I final TO firmli command PF TO 'fli -- -- airplan ! ; ' befor PF took appropri action . IN hindsight ; I should have physic taken ctl OF MY flt sooner instead OF coach . thi flt 'S incid IS AN exampl OF A danger trend that I have notic experienc plt fli multipl type . IT IS easi TO becom distract tri TO find switch ON ctl wheel OR autoplt ctl panel . exampl ; ON one acft ; touch wheel ctl steer switch IS IN same place AS ptt ON anoth acft ; which IS FD command bar synch ON A third acft . list goe ON ON . industri must standard all ctl wheel switch ! use differ color IS not enough ! differ shape switch need TO BE use . thi IS similar TO what wa done year ago prop/mixture/throttle/lndg gear/flap ctl . that way plt ha instant tactil feedback ON proper switch activ . last but not least : fli airplan ! ,CAPT OF LJ60 IS DISTRACTED BY COPLT'S INADVERTENT DISCONNECT OF THE AUTOPLT AND THE SUBSEQUENT FLT PATH AND ALT DIVERSIONS WHICH FOLLOW. TCAS TA RESULTS.
511,5000,3,WE DEPARTED MARTHA'S VINEYARD (MVY) AT XA50Z. WE WERE HANDED FROM MVY TWR TO CAPE CTL. CAPE CTL GAVE US A TURN OF 10 DEGS R AND A CLB TO 6000 FT MSL. AS WE TURNED; WE ACKNOWLEDGED A 'TA' FROM OUR TCASII. WE IDENTED THAT ACFT. RIGHT AFTER THAT TA; WE ACKNOWLEDGED AN RA FROM OUR TCASII. WE RESPONDED WITH A HARD R TURN AND STOPPED THE CLB. I INFORMED ATC OF THE RA. IT TOOK 2 CALLS TO ATC FOR A RESPONSE. ATC WAS VERY BUSY. A SECOND CTLR DID RESPOND TO US ABOUT OUR RA. I DON'T KNOW IF THIS WAS A SUPVR OR IF TRAINING WAS BEING CONDUCTED. AFTER ACFT WAS CLRED; WE CONTINUED UNEVENTFULLY WITH THE FLT.,cl60 flt crew k90 tracon experienc tcasii RA AT 5000 FT ON dep mvi . WE depart martha 'S vineyard ( mvi ) AT xa50z . WE hand mvi twr TO cape ctl . cape ctl gave US A turn OF 10 deg R A clb TO 6000 FT msl . AS WE turn ; WE acknowledg A 'ta ' tcasii . WE ident that acft . right after that TA ; WE acknowledg AN RA tcasii . WE respond A hard R turn stop clb . I inform atc OF RA . IT took 2 call TO atc A respons . atc wa veri busi . A second ctlr did respond TO US about RA . I DO n't know IF thi wa A supvr OR IF train wa be conduct . after acft wa clred ; WE continu unev flt . ,CL60 FLT CREW WITH K90 TRACON EXPERIENCED TCASII RA AT 5000 FT ON DEP FROM MVY.
512,3000,38,THE RTE OF FLT IS AS IN THE LOA WITH ACK ATCT. THIS CLRNC MEANS (FLT IDENT) IS CLRED TO THE HYANNIS ARPT; VIA RADAR VECTORS DIRECT HYA. UPON ESTABLISHING COM WITH CAPE APCH; YOU MAY EXPECT; 'VECTORS TO JOIN THE MARCONI (LFV) 200 DEG RADIAL.' WE DEPARTED NANTUCKET RWY 24 FOR HYA; IFR. ON THE RWY HDG; CLBING TURN TO 270 DEGS; CONTACT CAPE DEP. CAPE DEP ISSUED A R TURN TO 030 DEGS AND INTERCEPT TO LFV 200 DEG RADIAL; CLB TO 3000 FT. APPROX 5 MINS INTO THE FLT; CAPE APCH ISSUED A TFC ALERT! 'TFC AT 12 O'CLOCK POS; YOUR ALT; TFC ALERT; IMMEDIATE TURN TO 090 DEGS!' MAKING AN IMMEDIATE TURN; I OBSERVED THE TFC OFF MY R WING; APPROX 100-150 FT VERTICALLY AND 300-350 FT HORIZONTALLY IN THE OPPOSITE DIRECTION. WAY TOO CLOSE FOR IFR OP UNDER RADAR CTL. THE TFC WAS A FREIGHT OP ACFT. THE INITIAL CONVERSATION WITH THE FREIGHTER ACFT AND APCH WAS; APCH: 'ARE YOU ON THE RADIAL?' ACFT: 'NO! SHOWING TO THE L PAUSE; NO TO THE R OF COURSE; CORRECTING.' APCH NOW THINKING THAT ACFT WOULD INTERCEPT THE RADIAL FROM THE R SIDE; GIVING THE ACFT A CHANGE IN SECTOR FREQS. THE PLT WAS CONFUSED ON WHICH WAY TO TURN TO INTERCEPT THE RADIAL; AND THE SIT GOT WORSE WHEN THE OTHER ACFT CONTINUED TO TURN 180 DEGS. TURNING BACK AT ME WHILE I WAS STARTING THE TURN AND NOW TURNING INTO THE ACFT AND ATC DID NOT HAVE A GOOD PICTURE ON WHAT WAS GOING TO OCCUR; AND IT'S A GOOD CHANCE THAT OPERATIONAL POS TRAINING WAS IN PROGRESS AT THE TRACON PROVIDING THE RADAR SVC AT THAT TIME.,pa31 k90 experienc conflict c402 ON dep ack . rte OF flt IS AS IN loa ack atct . thi clrnc mean ( flt ident ) IS clred TO hyanni arpt ; via radar vector direct hya . upon establish com cape apch ; you may expect ; 'vector TO join marconi ( lfv ) 200 deg radial . ' WE depart nantucket rwi 24 hya ; ifr . ON rwi hdg ; clbing turn TO 270 deg ; contact cape dep . cape dep issu A R turn TO 030 deg intercept TO lfv 200 deg radial ; clb TO 3000 ft. approx 5 min into flt ; cape apch issu A tfc alert ! 'tfc AT 12 o'clock po ; your alt ; tfc alert ; immedi turn TO 090 deg ! ' make AN immedi turn ; I observ tfc off MY R wing ; approx 100-150 FT vertic 300-350 FT horizont IN opposit direct . way too close ifr OP under radar ctl . tfc wa A freight OP acft . initi convers freighter acft apch wa ; apch : 'are you ON radial ? ' acft : 'no ! show TO L paus ; NO TO R OF cours ; correct . ' apch now think that acft would intercept radial R side ; give acft A chang IN sector freq . plt wa confus ON which way TO turn TO intercept radial ; sit got wors when other acft continu TO turn 180 deg . turn back AT ME I wa start turn now turn into acft atc did not have A good pictur ON what wa go TO occur ; IT 'S A good chanc that oper po train wa IN progress AT tracon provid radar svc AT that time . ,PA31 WITH K90 EXPERIENCED CONFLICT WITH C402 ON DEP FROM ACK.
513,10000,12,G4 DEPARTED RWY 24 AT BDL FLT PLANNED OVER ORW. AFTER CLRING OTHER TFC; HE WAS TURNED TOWARDS FIRST DEP FIX (ORW) AND SWITCHED TO ZBW. ZBW HAD CHANGED (TEMPORARILY) FREQ AND ACFT WAS 'GONE;' LEVEL AT 10000 FT. SF34 ACFT COMING OUT OF PVD'S AIRSPACE ENRTE TO LGA; LEVEL AT 10000 FT WAS ALSO SWITCHED TO WRONG FREQ WAS UNAVAILABLE FOR TURNS/DSCNT. WE SAW PROB OCCURRING BUT COULDN'T DO ANYTHING ABOUT IT UNTIL G4 CAME BACK TO MY FREQ. I IMMEDIATELY TURNED HIM AND CLBED BUT AT ABOUT 560 KT CLOSURE RATE; SEPARATION WAS LOST.,y90 ctlr experienc operror when issu wrong freq TO conflict acft ; hinder ani possibl correct action . G4 depart rwi 24 AT bdl flt plan over orw . after clring other tfc ; HE wa turn toward first dep fix ( orw ) switch TO zbw . zbw chang ( temporarili ) freq acft wa 'gone ; ' level AT 10000 ft. sf34 acft come out OF pvd 'S airspac enrt TO lga ; level AT 10000 FT wa also switch TO wrong freq wa unavail turns/dscnt . WE saw prob occur but could n't DO anyth about IT until G4 came back TO MY freq . I immedi turn him clbed but AT about 560 KT closur rate ; separ wa lost . ,Y90 CTLR EXPERIENCED OPERROR WHEN ISSUING WRONG FREQ TO CONFLICTING ACFT; HINDERING ANY POSSIBLE CORRECTIVE ACTION.
514,2200,4,MY ACFT #NXXX RPTED IN AT 'WANG TOWERS' IN LOWELL FOR LNDG AT LAWRENCE. THE TWR ACKNOWLEDGED AND ASKED ME TO SQUAWK IDENT. THE TWR THEN TOLD ME TO RPT 3 MI FINAL; RWY 5. THIS I ACKNOWLEDGED. I TRACKED INBOUND ON THE LOC. THERE WAS NO OTHER TFC BTWN ME AND THE RWY. I RPTED AT 4 MI BECAUSE I HEARD SOMETHING ON THE RADIO THAT MADE ME THINK THAT SOMEBODY MIGHT HAVE BEEN VECTORED TO THE ILS. THE TWR THEN TOLD SOMEBODY TO MAKE A 360 DEG TURN. THERE WAS SOME OTHER RADIO TFC WITH MULTIPLE INTERFERING XMISSIONS AND THEN I HEARD MY NUMBER. I SAID 'SAY AGAIN; NXXX.' THE TWR SAID; 'MAKE A 360 DEG TURN.' I RESPONDED WITH; 'NXXX MAKING A R 360.' A CESSNA RPTED THAT THEY SAW A CHEROKEE; THE TWR STATED THAT IT WAS A GRUMMAN; THEN THE CESSNA STATED THAT THE GRUMMAN WAS MAKING A 'R 360' INSTEAD OF A 'L 360.' THE GRUMMAN WAS MY ACFT; AND THE CESSNA PLT SHOULD HAVE BEEN HAPPY THAT I HAD NOT MADE A L 360 DEG TURN OR HE WOULD HAVE MET ME NOSE-TO-NOSE. THEN THE TWR ASKED IF I HAD THE CESSNA IN SIGHT. I NOTED IT WAS ABOUT 200 FT AWAY AT MY ALT AS I TURNED AWAY. I SAID; 'THANKS....' THE TWR SAID I HAD JUST 'CUT HIM OFF.' I SAID; 'SURE...I'M SURE IT'S ALL MY FAULT!' THE TWR THEN TOLD ME TO FOLLOW THE CHEROKEE. I TOLD THEM IT WASN'T A CHEROKEE. IT WAS A CESSNA. THE TWR CTLR SEEMED TO BE IN A GREAT STATE OF CONFUSION. HE HAD JUST FORCED ME TO MAKE A 360 DEG TURN ON THE FINAL APCH COURSE SO THAT I COULD BE OVERTAKEN BY A SLOWER ACFT BEING VECTORED ONTO THE FINAL APCH COURSE. AND TWR HAD CREATED A NEAR MISS SIT AS WELL. NOW HE DIDN'T EVEN KNOW THE DIFFERENCE BTWN A CESSNA AND A CHEROKEE. THE CESSNA WASN'T VERY HELPFUL EITHER. ONCE ESTABLISHED ON THE FINAL APCH COURSE; THE CESSNA SLOWED TO LESS THAN 60 KTS; MAKING IT VERY DIFFICULT TO FOLLOW. THE TWR TOLD ME TO GO AROUND; WHICH I DID. THIS INCIDENT WAS LIKELY CAUSED BY THE TWR MISIDENTING ACFT ON THE FINAL APCH COURSE.,A grumman aa5 plt ON apch TO lwm experienc A near miss when twr direct A L 360 deg turn but HE execut A R 360 deg turn IN front OF AN acft ON final . MY acft # nxxx rpted IN AT 'wang tower ' IN lowel lndg AT lawrenc . twr acknowledg ask ME TO squawk ident . twr then told ME TO rpt 3 MI final ; rwi 5 . thi I acknowledg . I track inbound ON loc . there wa NO other tfc btwn ME rwi . I rpted AT 4 MI becaus I heard someth ON radio that made ME think that somebodi might have been vector TO il . twr then told somebodi TO make A 360 deg turn . there wa some other radio tfc multipl interf xmission then I heard MY number . I said 'say again ; nxxx . ' twr said ; 'make A 360 deg turn . ' I respond ; 'nxxx make A R 360 . ' A cessna rpted that they saw A cheroke ; twr state that IT wa A grumman ; then cessna state that grumman wa make A 'R 360 ' instead OF A 'L 360 . ' grumman wa MY acft ; cessna plt should have been happi that I not made A L 360 deg turn OR HE would have met ME nose-to-nos . then twr ask IF I cessna IN sight . I note IT wa about 200 FT away AT MY alt AS I turn away . I said ; 'thank ... . ' twr said I just 'cut him off . ' I said ; 'sure ... I 'M sure IT 'S all MY fault ! ' twr then told ME TO cheroke . I told them IT wa n't A cheroke . IT wa A cessna . twr ctlr seem TO BE IN A great state OF confus . HE just forc ME TO make A 360 deg turn ON final apch cours SO that I could BE overtaken BY A slower acft be vector onto final apch cours . twr creat A near miss sit AS well . now HE did n't even know differ btwn A cessna A cheroke . cessna wa n't veri help either . onc establish ON final apch cours ; cessna slow TO 60 kt ; make IT veri difficult TO . twr told ME TO GO around ; which I did . thi incid wa like caus BY twr misid acft ON final apch cours . ,A GRUMMAN AA5 PLT ON APCH TO LWM EXPERIENCED A NEAR MISS WHEN TWR DIRECTED A L 360 DEG TURN BUT HE EXECUTED A R 360 DEG TURN IN FRONT OF AN ACFT ON FINAL.
515,1000,2,DEPARTED RWY 24 (TOLD ATC I WOULD BE EBOUND). CTLR CLRED ME FOR TKOF AND TOLD ME ABOUT 3 ACFT INBOUND FOR RWY 24 BUT NEVER MENTIONED ACFT AHEAD IN L CLOSED TFC. ON TKOF; CLBED TO 1000 FT AGL ON RWY CTRLINE. THEN TURNED 45 DEGS L; LEVELED WINGS. LOOKED L AND TURNED TO EASTERLY HDG. AFTER ABOUT 1 MIN; NOTICED LOW WING ACFT AT 2 O'CLOCK POS. STARTED IMMEDIATE DSCNT AND ANNOUNCED ON RADIO THAT WE WERE DSNDING. OTHER ACFT SAID HE SAW ME GOING UNDER HIM. TWR CTLR SAID SOMETHING AND I RESPONDED THAT IT WOULD BE NICE IF HE TOLD ME ABOUT PRECEDING ACFT. CTLR WENT ON AT LENGTH THAT I SHOULD HAVE SEEN ACFT ON XWIND AND THAT HIS (ATC) RESPONSIBILITY WAS FOR INBOUND TFC. FILED NMAC RPT WITH TWR AND I AM AWAITING CONTACT FROM FSDO ON INVESTIGATION.,pa28 dep bdr experienc nmac unrpt preced acft remain IN close tfc pattern . depart rwi 24 ( told atc I would BE ebound ) . ctlr clred ME tkof told ME about 3 acft inbound rwi 24 but never mention acft ahead IN L close tfc . ON tkof ; clbed TO 1000 FT agl ON rwi ctrline . then turn 45 deg L ; level wing . look L turn TO easterli hdg . after about 1 min ; notic low wing acft AT 2 o'clock po . start immedi dscnt announc ON radio that WE dsnding . other acft said HE saw ME go under him . twr ctlr said someth I respond that IT would BE nice IF HE told ME about preced acft . ctlr went ON AT length that I should have seen acft ON xwind that hi ( atc ) respons wa inbound tfc . file nmac rpt twr I AM await contact fsdo ON investig . ,PA28 DEP FROM BDR EXPERIENCED NMAC WITH UNRPTED PRECEDING ACFT REMAINING IN CLOSED TFC PATTERN.
516,500,0.5,B747 WAS ON AN ILS RWY 4R APCH; TO SIDESTEP TO RWY 4L; BECAUSE RWY 4R WAS CLOSED FOR CONSTRUCTION WORK; THE C402 WAS ON A VISUAL APCH TO RWY 9. RWY 9 AND RWY 4R INTERSECT AT THE APCH ENDS. THE C402 WAS MAKING HIS APCH ON ABOUT A 040 DEG HDG; THEN EXPECTED TO S-TURN TO L TO LAND RWY 9. HE WENT SO WIDE ON THE S-TURN TO RWY 9 THAT HE ENDED UP ON A DIRECT COURSE OF CONFLICT WITH THE RWY 4L ARR BEHIND HIM; THE B747. TWR HAD TO SEND THE B747 AROUND AS THEY WERE ON CONVERGING COURSES TO A COMMON POINT. THE CONVERGING APCH TO RWY 9 IS NOT NORMAL. THIS PROC WAS APPROVED ONLY TO MITIGATE COMPLAINTS THAT THE CONSTRUCTION ON RWY 4R AND RESULTING DELAYS WAS HURTING BUSINESS. TO INSTITUTE SUCH A PROC ON THE FLY; WITH NO TRAINING FOR ATC; (RWY 9 WAS THE SINGLE DEP RWY; SO OTHERS HAD TO WAIT AS THE C402 LANDED RWY 9) IS QUESTIONABLE JUDGEMENT AT BEST.,bo twr ctlr wit conflict AS arr acft make apch TO both rwi 4L rwi 9 ; result IN atc direct gar . b747 wa ON AN il rwi 4R apch ; TO sidestep TO rwi 4L ; becaus rwi 4R wa close construct work ; c402 wa ON A visual apch TO rwi 9 . rwi 9 rwi 4R intersect AT apch end . c402 wa make hi apch ON about A 040 deg hdg ; then expect TO s-turn TO L TO land rwi 9 . HE went SO wide ON s-turn TO rwi 9 that HE end UP ON A direct cours OF conflict rwi 4L arr behind him ; b747 . twr TO send b747 around AS they ON converg cours TO A common point . converg apch TO rwi 9 IS not normal . thi proc wa approv onli TO mitig complaint that construct ON rwi 4R result delay wa hurt busi . TO institut such A proc ON fli ; NO train atc ; ( rwi 9 wa singl dep rwi ; SO other TO wait AS c402 land rwi 9 ) IS question judgement AT best . ,BOS TWR CTLR WITNESSED CONFLICT AS ARR ACFT WERE MAKING APCHS TO BOTH RWY 4L AND RWY 9; RESULTING IN ATC DIRECTED GAR.
517,30000,20,LCL SECTOR 46 ZBW FREQ 127.82 FAILED. BACK-UP FREQ (BUEC) 127.82 DOES NOT COVER THE ENTIRE SECTOR. 2 ACFT ON CONVERGING COURSES COULD NOT BE REACHED FOR 3 MINS. PRIMARY FREQ CAME BACK AND ACFT WERE TURNED BEFORE SEPARATION WAS LOST. RADIO FAILURE IS COMMON AT ZBW DUE TO LACK OF FUNDING AND MAINT. SUPPLEMENTAL INFO FROM ACN 674625: THE FAA IS AWARE OF THE SITUATION; BUT UNABLE TO FIX THE PROB. THIS IS A VERY DANGEROUS SITUATION.,zbw ctlr express concern regard back-up freq that doe not provid coverag entir sector . lcl sector 46 zbw freq 127.82 fail . back-up freq ( buec ) 127.82 doe not cover entir sector . 2 acft ON converg cours could not BE reach 3 min . primari freq came back acft turn befor separ wa lost . radio failur IS common AT zbw due TO lack OF fund maint . supplement info acn 674625 : faa IS awar OF situat ; but unabl TO fix prob . thi IS A veri danger situat . ,ZBW CTLRS EXPRESS CONCERN REGARDING BACK-UP FREQ THAT DOES NOT PROVIDE COVERAGE FOR ENTIRE SECTOR.
518,11000,37,TEMPORARY CHANGE IN FLOWS OUT OF MHT AND PWM CREATE AN UNSAFE SIT WHEN COMBINED WITH HOLDING AND/OR METERING TO BOS. ARR AND DEP FLOWS FROM MHT AND PWM CROSS IN AN UNSAFE WAY.,zbw ctlr experienc operror AT 11000 FT xing acft dure complex tfc condit . temporari chang IN flow out OF mht pwm creat AN unsaf sit when combin hold and/or meter TO bo . arr dep flow mht pwm cross IN AN unsaf way . ,ZBW CTLR EXPERIENCED OPERROR AT 11000 FT WITH XING ACFT DURING COMPLEX TFC CONDITIONS.
519,2100,8,I WAS WORKING AN ARR RUSH. THE INCIDENT OCCURRED ABOUT MIDWAY THROUGH THE RUSH. I WAS FOCUSED ON VECTORING TO AS TIGHT AN INTERVAL AS POSSIBLE TO AVOID A 'DAISY CHAIN' EFFECT SLOWING THINGS DOWN. OUR AIRSPACE ENDS APPROX 15 MI FROM THE RWY THRESHOLD SO IT IS NECESSARY TO AVOID LETTING THE PATTERN GET STRUNG OUT INTO THE NEXT FACILITY'S AIRSPACE. I TURNED THE B737 ONTO A BASE; POINTED OUT TFC FOR THE ACFT TO FOLLOW; AND DSNDED THE ACFT TO THE MVA IN PREPARATION FOR A VISUAL APCH. THE B737 PLT CALLED THE TFC TO FOLLOW IN SIGHT; SO I ISSUED A 10 DEG TURN TOWARD THE ARPT TO TIGHTEN THE SEQUENCE A LITTLE MORE; INSTRUCTED THE ACFT TO FOLLOW HIS TFC AND CLRED THE B737 FOR A VISUAL APCH. I DID NOT REALIZE THAT THE SETTING SUN WAS BECOMING A FACTOR; BUT THE B737 PLT EXTENDED HIS BASE ACROSS THE FINAL BECAUSE HE WASN'T QUITE SURE WHERE THE RWY WAS BECAUSE THE SUN WAS IN THEIR EYES. I HAD TURNED THE F2TH'S BASE FROM THE OPPOSITE SIDE TOO SOON TO LEAVE ADEQUATE ROOM BEHIND THE B737 EVEN IF THE B737 HAD TURNED TO THE FINAL NORMALLY. THE B737'S FORAY ACROSS THE FINAL EXACERBATED THE PROB. I ISSUED AN IMMEDIATE TURN AWAY FROM THE B737 TO THE F2TH AND INSTRUCTED THE B737 TO TURN TOWARD THE ARPT AND MAKE A VISUAL APCH. IN RETROSPECT; I BELIEVE I LET MY CONCERN FOR RUNNING A TIGHT SEQUENCE CLOUD MY JUDGEMENT ABOUT WHEN TO TURN THE F2TH'S BASE.,pvd ctlr experienc operror AT 2100 FT AS b737 ON visual apch extend beyond ctrline conflict opposit direct base leg tfc . I wa work AN arr rush . incid occur about midway through rush . I wa focus ON vector TO AS tight AN interv AS possibl TO avoid A 'daisi chain ' effect slow thing down . airspac end approx 15 MI rwi threshold SO IT IS necessari TO avoid let pattern get strung out into next facil 'S airspac . I turn b737 onto A base ; point out tfc acft TO ; dsnded acft TO mva IN prepar A visual apch . b737 plt call tfc TO IN sight ; SO I issu A 10 deg turn toward arpt TO tighten sequenc A littl more ; instruct acft TO hi tfc clred b737 A visual apch . I did not realiz that set sun wa becom A factor ; but b737 plt extend hi base across final becaus HE wa n't quit sure where rwi wa becaus sun wa IN their eye . I turn f2th 'S base opposit side too soon TO leav adequ room behind b737 even IF b737 turn TO final normal . b737 'S foray across final exacerb prob . I issu AN immedi turn away b737 TO f2th instruct b737 TO turn toward arpt make A visual apch . IN retrospect ; I believ I let MY concern run A tight sequenc cloud MY judgement about when TO turn f2th 'S base . ,PVD CTLR EXPERIENCED OPERROR AT 2100 FT AS B737 ON VISUAL APCH EXTENDED BEYOND CTRLINE AND CONFLICTED WITH OPPOSITE DIRECTION BASE LEG TFC.
520,2400,10,WE DEPARTED BED AT XA01Z ON OCT/THU/05 ON RWY 9. TKOF CLRNC WAS FLY RWY HDG TO 2000 FT. DURING THE CLB; TWR ADVISED XING TFC L TO R AT 3000 FT AND HANDED US OFF TO BOS APCH 124.4. WE VISUALLY IDENTED A SE C172 AT 3000 FT HEADING N. BOS APCH ISSUED A R TURN TO 050 DEGS AND CLB TO 3000 FT. I STARTED A R TURN TO 050 DEGS BUT ONLY STARTED A SLOW CLB TO 3000 FT DUE TO THE CESSNA AT 3000 FT APPEARED TO BE A CONFLICT. WE WERE UNABLE TO CONFIRM THE CLB CLRNC DUE TO FREQ CONGESTION WHEN; PASSING 020 DEGS AND 2200 FT WE RECEIVED A TFC ALERT IMMEDIATELY FOLLOWED BY AN RA TELLING US TO CLB AT 2000 FPM. I STOPPED THE TURN TO PARALLEL THE LAST VISUAL HDG I HAD ON THE CESSNA BUT CONTINUED A SLOW CLB. ABOUT THE SAME INSTANT; I SAW A SINGLE ENG PIPER (SARATOGA) AT 11 O'CLOCK POS HEADING E AT 2000 FT. WE PASSED SLIGHTLY IN FRONT OF THE SARATOGA AT 2400 FT AND LESS THAN 1/2 MI. BOS APCH WAS VERY BUSY AT THE TIME AND WE WERE HANDED OFF TO THE NEXT SECTOR BEFORE WE GOT TO 3000 FT OR THE CHANCE TO GET AN EXPLANATION. WHILE THE TCAS ALERTED US TO THE LOWER ACFT AND CORRECTLY INDICATED A CLB; I AM CERTAIN THAT IF I HAD FOLLOWED THE RA CLB RATE IT WOULD HAVE CAUSED AN EVEN CLOSER ENCOUNTER WITH THE C172. I'M NOT SURE WHAT THE OUTCOME WOULD HAVE BEEN IF WE WERE IFR AND FOLLOWING THE RA.,A g200 AT 2200 FT depart bed ident c172 tfc AT 3000 FT but receiv AN RA AN unid pa32 AT 2000 FT command A 2000 fpm clb into c172 . WE depart bed AT xa01z ON oct/thu/05 ON rwi 9 . tkof clrnc wa fli rwi hdg TO 2000 ft. dure clb ; twr advis xing tfc L TO R AT 3000 FT hand US off TO bo apch 124.4 . WE visual ident A SE c172 AT 3000 FT head N. bo apch issu A R turn TO 050 deg clb TO 3000 FT . I start A R turn TO 050 deg but onli start A slow clb TO 3000 FT due TO cessna AT 3000 FT appear TO BE A conflict . WE unabl TO confirm clb clrnc due TO freq congest when ; pass 020 deg 2200 FT WE receiv A tfc alert immedi BY AN RA tell US TO clb AT 2000 fpm . I stop turn TO parallel last visual hdg I ON cessna but continu A slow clb . about same instant ; I saw A singl eng piper ( saratoga ) AT 11 o'clock po head E AT 2000 ft. WE pass slightli IN front OF saratoga AT 2400 FT 1/2 MI . bo apch wa veri busi AT time WE hand off TO next sector befor WE got TO 3000 FT OR chanc TO get AN explan . tca alert US TO lower acft correctli indic A clb ; I AM certain that IF I RA clb rate IT would have caus AN even closer encount c172 . I 'M not sure what outcom would have been IF WE ifr RA . ,A G200 AT 2200 FT DEPARTING BED IDENTED C172 TFC AT 3000 FT BUT RECEIVED AN RA FROM AN UNIDENTED PA32 AT 2000 FT COMMANDING A 2000 FPM CLB INTO THE C172.
