 ,Time,Time,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
197581,199112,1801-2400,BOS,MA,,0,0,,VMC,,,Daylight,,,Tower BOS,Air Carrier,Large Transport; Low Wing; 2 Turbojet Eng,,2,,IFR,Passenger,,Taxi,,Class B BOS; Class D BOS,,,,,,,,,,,,,,,,Air Carrier,Widebody; Low Wing; 3 Turbojet Eng,,3,,IFR,Passenger,,Initial Climb; Takeoff,,,,,,,,,,,,,,,Air Carrier,Pilot Flying; Captain,Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 180; Flight Crew Total 13000; Flight Crew Type 2200,,,,197581,,,Air Carrier,Pilot Flying; Captain,Flight Crew Air Transport Pilot (ATP),,,,,,Conflict NMAC; Deviation - Procedural Published Material / Policy,Horizontal 0; Vertical 200,,Person Flight Crew,,General None Reported / Taken,,Human Factors,"AFTER LNDG 27 AND ON TAXIWAY SIERRA HOLDING SHORT OF RWY 22R; ACR X WAITED FOR ACR Y TO TKOF ON 22R. THE DEP PROC FOR RWY 22 CALLS FOR A TURN TO 140 DEG HDG AFTER DEP. THIS WDB WAS HVY AND USED MOST OF THE RWY TAKING OFF. RIGHT AFTER LIFTOFF; HE STARTED HIS L TURN AND FLEW STRAIGHT OVER MY ACFT BTWN 100-200 FT! I CALLED THE TWR SUPVR AND ALSO THE INST PROCS PERSON ABOUT THIS PROBLEM. THEY TOLD ME THEY COULD NOT CHANGE THE DEP PROCS OR REQUIRE THE FLTS TO MAINTAIN RWY HDG TILL CLR OF ARPT. MY COMPANY REQUIRES NO TURNS BELOW 500 FT AGL UNLESS NEEDED. THIS LOW OVERFLT WAS DANGEROUS! IF FLTS ON SIDS CAN BE TURNED FOR NOISE ABATEMENT; THEN SURELY THEY CAN BE ADVISED NOT TO OVERFLY ACFT ON THE GND. IF THIS ACFT HAD LOST AN ENG OR TIRE; WE MAY HAVE BEEN A TARGET. A PROC ON THE DEP PAGE INDICATING NO TURN TILL THE OPPOSITE END OF RWY OR NO OVERFLTS WOULD BE WELCOME.",,,,"ACR Y MADE TURN AFTER TKOF AT AN UNSAFE ALT AND OVERFLEW ACR X. PLTDEV. NMAC.",
199015,199201,1201-1800,ORW,CT,,15,,14000,VMC,,,Daylight,,,Center ZBW,Air Carrier,Light Transport; Low Wing; 2 Turboprop Eng,,2,,IFR,Passenger,,Cruise; Cruise,,Class E ZBW,,,,,,,,,,,,,,,,Air Carrier,Light Transport; Low Wing; 2 Turboprop Eng,,2,,VFR,Passenger,,Cruise; Cruise,,,,,,,,,,,,,,,Air Carrier,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Commercial; Flight Crew Instrument,Flight Crew Last 90 Days 200; Flight Crew Total 10000; Flight Crew Type 1000,,,,199015,,,Air Carrier,First Officer,Flight Crew Instrument; Flight Crew Commercial,,,,,,Conflict Airborne Conflict; Deviation - Altitude Excursion From Assigned Altitude; Deviation - Procedural Clearance; Other Unspecified,Horizontal 0; Vertical 900,,Automation Aircraft Other Automation; Person Air Traffic Control; Person Flight Crew,,Flight Crew Took Evasive Action,,Human Factors,"ATC ADVISED THAT COMPANY LTT HAD US IN SIGHT AND WOULD BE PASSING UNDER US. I HAD ACFT ON TCASII BUT COULD NOT SEE ACFT VISUALLY. I THEN RECEIVED A TCASII TA FOLLOWED BY A RA TO CLB. WE DEPARTED OUR ASSIGNED ALT TO FOLLOW RA. I VISUALLY CONTACTED COMPANY ACFT AS IT PASSED UNDER US. I ESTIMATE LESS THAN 500 FT. TCASII SHOWED IT AT 13600 OUR ASSIGNED ALT WAS 14000. RA CLBED US TO 14500. NO ATC SEPARATION WAS LOST AS RPTED BY ATC.",,,,"FLC OF LTT HAD TCASII RA. CLBED 500 FT TO CLR RA.",
199931,199201,1801-2400,MAD,CT,,,,21000,VMC,,,Night,,,Center ZBW,Air Carrier,Medium Large Transport; Low Wing; 2 Turbojet Eng,,2,,IFR,Passenger,,Cruise; Cruise,Direct,Class A ZBW,,,,,,,,,,,,,,,,Air Carrier,Large Transport; Low Wing; 3 Turbojet Eng,,3,,IFR,Passenger,,Cruise; Climb; Cruise,Direct,,,,,,,,,,,,,,Government,Enroute,Air Traffic Control Fully Certified,,,,,199931,,,Government,,Air Traffic Control Fully Certified,,,,,199216,ATC Issue All Types; Conflict Airborne Conflict; Deviation - Procedural Clearance; Deviation - Procedural Published Material / Policy,Horizontal 28500; Vertical 0,,Automation Air Traffic Control; Person Air Traffic Control,,Air Traffic Control Issued New Clearance,,Human Factors,"ACR X GOING TO BOSTON ASKED TO INCREASE SPD TO 300 KTS (FROM 270 KTS). ACR Y CLBING OFF LGA TOLD TO MAINTAIN 300 KTS OR LESS. 3 MINS LATER; AT LEVEL FLT; GND SPD SHOWED A DIFFERENCE OF 40 KTS AND THE ACFT GOT WITHIN 4.75 MI OF EACH OTHER. BACK ACFT TURNED 80 DEGS TO THE N AND THEN CONTINUED ON COURSE. SUPPLEMENTAL INFO FROM ACN 199216. THE PROBLEM SHOULD NOT HAVE HAPPENED AT ALL. 2 ACFT ENRTE TO THE SAME FIX. FIRST ONE (ACR X) LEVEL AT FL210 AND ASSIGNED 300 KTS. ACR Y CLBING OUT OF 170 FOR FL210 AND WELL IN TRAIL OF ACR X (APPROX 8 MI) GIVEN 300 KTS OR LESS. ONCE SPDS WERE FORWARDED TO THE NEXT SECTOR AND THE IN TRAIL WAS ACHIEVED; WE WENT ON TO OTHER BUSINESS. APPROX 2-3 MINS LATER; THE NEXT SECTOR CALLS AND ASKS FOR MORE ROOM BTWN THOSE 2 ACFT BEFORE THEY TAKE THE HDOF ON THE SECOND ONE. AT THAT TIME THE FIRST ACFT WAS SHOWING 360 KTS ON THE GND SPD AND THE SECOND SHOWING 420 KTS. THEN THE RADAR CTLR TURNED THE #2 ACFT HARD L; BUT SEPARATION WAS ALREADY LOST (4.5 MI). I THINK THAT POSSIBLY THE #2 ACFT WAS GOING A LITTLE FASTER THAN ASSIGNED. THE SPDS REALLY SHOULD HAVE WORKED. THE OCCURRENCE WAS RECOGNIZED AT THE SECTOR FIRST; THEN AT THE AREA SUPVR'S DESK.",,,,"ACR Y NON ADHERENCE TO ATC CLRNC (SPD RESTRICTION) HAD LTSS FROM ACR X. SYS ERROR.",
200683,199201,1201-1800,BOS,MA,270,23,,8000,VMC,30,,Daylight,8500,,TRACON BOS,Government,Light Transport; Low Wing; 2 Turbojet Eng,,2,,None,Test Flight,,Cruise; Descent; Descent,,Class E BOS,,,,,,,,,,,,,,,,,Any Unknown or Unlisted Aircraft Manufacturer,,,,IFR,,,Cruise; Cruise,,,,,,,,,,,,,,,Government,First Officer,Flight Crew Air Transport Pilot (ATP); Flight Crew Flight Instructor; Flight Crew Instrument,Flight Crew Last 90 Days 50; Flight Crew Total 6000; Flight Crew Type 250,,,,200683,,,Government,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP),,,,,,ATC Issue All Types; Conflict Airborne Conflict; Deviation - Procedural FAR,Horizontal 4500; Vertical 0,,Person Other Person; Person Air Traffic Control,,General None Reported / Taken,,Human Factors,"ON THE AFTERNOON OF 1/MON/92; I WAS ACTING AS COPLT ON A TURBO LTT BEING USED IN R AND D. IT WAS VFR AND WE WERE DSNDING OUT OF 10500 FT MSL HDG SW. WE DSNDED BTWN SOME BROKEN CLOUDS AROUND 8500 FT MSL. ONCE BELOW THE CLOUDS WE STARTED TO TURN (R) NWESTERLY. I LOOKED TO THE R TO CLR THE AREA AND SAW AN AIRPLANE. AT OUR 4 O'CLOCK POS AT ABOUT 3/4 MI MOVING IN APPROX THE SAME DIRECTION. I SUGGESTED THE PIC DELAY FURTHER TURN UNTIL WE WERE THROUGH THE OTHER PLANE'S ALT WHICH WAS ONLY A FEW SECONDS. NO OTHER ACTION WAS TAKEN OR NEEDED. THE APCH CTLR FOLLOWED US TO OUR LNDG ARPT (BED) AND ASKED GND CTL TO HAVE US CALL HIM. THE PIC CALLED THE CTLR BY TELEPHONE TO EXPLAIN THE EVENTS LISTED ABOVE. APPARENTLY THE OTHER ACFT COMPLAINED ABOUT OUR PROX. NO OTHER ACTION WAS TAKEN BY THE CTLR EXCEPT TO SUGGEST WE GET RADAR ADVISORIES IN THE FUTURE.",,,,"GOV LTT GETS IN PROX TO OTHER TFC IN VFR DSCNT PROC IN PROX OF CLOUDS.",
201380,199203,1201-1800,NHZ,ME,,,,5500,VMC,,,Daylight,,,TRACON BGR,Air Carrier,Light Transport; Low Wing; 2 Turboprop Eng,,2,,VFR,Passenger,,Cruise; Cruise,Direct,Class E BGR,,,,,,,,,,,,,,,,Military,Amateur/Home Built/Experimental,,3,,,,,Descent; Descent,Vectors,,,,,,,,,,,,,,Air Carrier,Pilot Flying; Captain,Flight Crew Air Transport Pilot (ATP),,,,,201380,,,Air Carrier,First Officer; Pilot Flying,Flight Crew Instrument; Flight Crew Commercial,,,,,,Conflict Airborne Conflict,Horizontal 18000,,Person Flight Crew; Person Air Traffic Control,,Flight Crew Took Evasive Action,,Human Factors,"MY ACFT WAS ACR X VFR FROM BOS TO BGR CRUISING AT 5500 FT VFR OFF THE COAST OF MAINE. WE WERE WORKING WITH BRUNSWICK APCH CTL WHEN THEY POINTED OUT A MIL SPC TO OUR R AND ABOVE US. THE SPC WAS PARALLELING OUR COURSE BUT WAS CLRED TO TURN TOWARD US AND DSND. AFTER HIS TURN HE APPEARED TO BE CLOSING HORIZ WITH US BUT STILL REMAINED ABOVE US. AT APPROX 3 MI (PER APCH) THE SPC RPTED US IN SIGHT. UNTIL THIS TIME WE DID NOT CHANGE COURSE. AFTER RPTING US IN SIGHT; THE SPC APPEARED TO ACCELERATE HIS RATE OF DSCNT (HE VISIBLY NOSED OVER) AND WE HAD TO BANK SHARPLY TO THE R TO AVOID WHAT WE FELT WOULD BE A VERY CLOSE ENCOUNTER.",,,,"ACR X HAD AIRBORNE CONFLICT WITH MIL SPC EVASIVE ACTION TAKEN. SEE AND AVOID CONCEPT.",
201767,199202,1201-1800,BOS,MA,330,18,,5700,VMC,15,,Daylight,,,TRACON BOS,Personal,Small Aircraft; Low Wing; 1 Eng; Fixed Gear,,1,,None,Training,,Cruise; Cruise,,Class B BOS,,,,,,,,,,,,,,,,Air Carrier,Medium Large Transport; Low Wing; 2 Turbojet Eng,,2,,IFR,Passenger,,Cruise; Cruise,,,,,,,,,,,,,,,Other Compensated GA,Instructor,Flight Crew Instrument; Flight Crew Flight Instructor; Flight Crew Commercial,Flight Crew Last 90 Days 150; Flight Crew Total 580; Flight Crew Type 120,,,,201767,,,Other Nonprofessional GA,Pilot Flying; Single Pilot,Flight Crew Student,,,,,,Conflict Airborne Conflict; Other Unspecified,Horizontal 2000; Vertical 500,,Person Other Person,,Flight Crew Took Evasive Action,,Human Factors,"WHILE CRUISING AND IN CONTACT WITH AND UNDER CTL OF BOSTON APCH I SAW A LARGE AIRLINE JET AT 10 O'CLOCK POS; CONVERGING PATH; WITHIN 1 MI. HE SEEMED TO BE AT MY ALT. ATC DID NOT RPT TFC TO ME; NOR DID I HEAR MY POS RPTED TO THE HVY. AFTER ATTEMPTING TO DETERMINE HIS ALT; I DECIDED I COULD DELAY NO LONGER. I KNEW THAT IF I TOOK EVASIVE ACTION NOW; I WOULD DEFINITELY BE ABLE TO CLR THE TFC. I TOOK CTLS FROM THE PF; TURNED 45 DEG TO MY R AND DSNDED QUICKLY TO APPROX 5700 FT WHEN I SAW THE JET BEHIND ME AND WELL ABOVE. I THEN RETURNED TO 6500 FT AND ON COURSE AND BEFORE I COULD INFORM ATC OF MY EVASIVE ACTION I WAS QUERIED BY ATC. ATC THEN TOLD ME THE JET WAS LEVEL AT 6000 AND THAT MY EVASIVE ACTION BROUGHT ME CLOSER TO HIS ALT. THE PROBLEM WAS DISCOVERED BY ADHERENCE TO THE SEE AND AVOID CONCEPT. CONTRIBUTING FACTORS: ATC'S FAILURE TO INFORM ME OF CONVERGING PATH TFC. EVEN THOUGH THERE WAS 500 FT VERT SEPARATION IT WAS DIFFICULT TO CONFIRM THE JET WAS BELOW ME; AND NOT CLBING. HUMAN PERFORMANCE CONSIDERATIONS: PERCEPTIONS: 500 FT SEPARATION IS DIFFICULT TO DETERMINE WITH CONFIDENCE NECESSARY TO ENSURE COLLISION AVOIDANCE. JUDGEMENTS: I JUDGED THE JET TO BE EITHER AT MY ALT; OR CLBING SINCE IT JUST DEPARTED BOSTON (OR IT APPEARED TO BE DEPARTING BOSTON). DECISIONS: I HAD NO TIME TO FURTHER ATTEMPT TO DETERMINE ALT CONVERGENCE NOR TO QUERY ATC ABOUT THE AIRLINER. SO I DECIDED TO TAKE ACTION THAT SHOULD ENSURE AVOIDANCE; RATHER THAN GAMBLE THAT THE JET WAS LOWER THAN ME. ACTIONS/INACTIONS: IF I WAS INFORMED BY ATC AS TO THE JET'S ALT; I WOULD HAVE BEEN MORE CONFIDENT ABOUT OUR SEPARATION; AND MAYBE EVASIVE ACTION WOULD NOT HAVE BEEN NECESSARY. THE LACK OF A TA IN SUCH A TIGHT SITUATION LED ME TO BELIEVE THAT MAYBE SOMETHING WAS AWRY WITH ATC.",,,,"FLT INSTR WITH SPI HAS CLOSE ENCOUNTER WITH JET. TAKES EVASIVE ACTION.",
201979,199202,0601-1200,BDL,CT,,20,,11250,VMC,,,Daylight,25000,,Center ZBW,Air Carrier,Large Transport; Low Wing; 3 Turbojet Eng,,3,,IFR,Passenger,,Climb,,Class E ZBW,,,,,,,,,,,,,,,,,Any Unknown or Unlisted Aircraft Manufacturer,,,,VFR,,,Cruise; Cruise,,,,,,,,,,,,,,,Air Carrier,Flight Engineer / Second Officer,Flight Crew Flight Engineer; Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 150; Flight Crew Total 3750; Flight Crew Type 500,,,,201979,,,Air Carrier,First Officer; Pilot Flying,Flight Crew Flight Engineer; Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 150; Flight Crew Total 5000; Flight Crew Type 750,,,,201987,Conflict NMAC; Deviation - Procedural FAR,Horizontal 0; Vertical 250,,Person Flight Crew; Person Air Traffic Control,,,,Human Factors,"THE FO WAS FLYING THE LEG. WE WERE CLRED TO 17000. WE CONTACTED BOSTON CTR AND HE ADVISED US TO LEVEL AT 10000 AND CALLED VFR TFC HDG EBOUND AT 1:30 POS 11500 FT. WE CALLED THAT TFC IN SIGHT AND WERE CLRED TO 'REF THAT TFC CLB TO 17000.' I WATCHED THE TFC AND NOTIFIED THE CAPT THAT IT WAS 'CONSTANT BEARING; DECREASING RANGE.' HE ACKNOWLEDGED THAT AND TOLD THE FO TO INCREASE THE RATE OF CLB. THE FO INCREASED THE RATE OF CLB. ABOUT 10 SECONDS LATER THE TFC APPEARED MUCH CLOSER THAN IT DID WHEN WE HAD FIRST SIGHTED IT. WE WERE AT 10900 FT AND THE CAPT INSTRUCTED THE FO TO PUSH IT OVER. THE FO PERFORMED A MILD PUSH OVER. CLB RATE DECREASED FROM APPROX 2000-1000 FPM. THE ACFT CONTINUED TO CLB AND THE CAPT SHOUTED 'LEVEL OFF' AND PUSHED FORWARD ON THE CTL COLUMN. WE LEVELED AT 11250 JUST AS THE COMMUTER PLANE PASSED DIRECTLY OVERHEAD. WHAT CAUSED THE PROBLEM. WE SAW THE ACFT AND ASSUMED THAT IT WAS SUFFICIENTLY FAR AWAY DUE TO ITS RELATIVE SIZE IN THE WINDSCREEN. IT WAS ACTUALLY MUCH CLOSER THAN WE THOUGHT BECAUSE IT WAS A TWIN ENG COMMUTER PLANE. THE CAPT DID NOT TAKE ADEQUATE ACTION TO COM TO THE FO HIS DESIRE FOR HIM TO LEVEL THE ACFT AT 11000 FT. THIS WAS WAY TOO CLOSE. IT DEFINITELY WOULD HAVE BEEN A MID AIR COLLISION. WE MUST HAVE LOOKED HUGE TO THAT COMMUTER.",,,,"FLC CLBS INTO AN NMAC WITH KNOWN VFR TFC.",
202584,199202,0601-1200,BDR,CT,,,500,,VMC,12,,Daylight,25000,,Tower BDR,Air Carrier,Light Transport; Low Wing; 2 Turboprop Eng,,2,,VFR,Passenger,,Initial Approach,,Class D BDR,,,,,,,,,,,,,,,,FBO,Small Aircraft,,1,,,Training,,Landing,,,,,,,,,,,,,,,Air Carrier,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 180; Flight Crew Total 4000; Flight Crew Type 180,,,,202584,,,Air Carrier,First Officer,Flight Crew Commercial; Flight Crew Instrument,,,,,,Conflict NMAC; Deviation - Procedural Published Material / Policy; Deviation - Procedural Clearance,Horizontal 300; Vertical 0,,Person Flight Crew,,Flight Crew Executed Go Around / Missed Approach; General None Reported / Taken,,Human Factors,"STUDENT PLT OR PRIVATE PLT NOT ADHERING NOR ACKNOWLEDGING INSTRUCTIONS ISSUED BY THE CTL TWR. ACFT NOT FOLLOWING STANDARDIZED 'GAR' PROCS.",,,,"NMAC.",
202946,199202,1201-1800,HFD,CT,,10,,6000,IMC,,,Daylight,,,TRACON N90,Air Taxi,Any Unknown or Unlisted Aircraft Manufacturer,,2,,IFR,Passenger,,Cruise; Cruise,Direct,Class E N90,,,,,,,,,,,,,,,,Air Taxi,Any Unknown or Unlisted Aircraft Manufacturer,,2,,IFR,Passenger,,Cruise; Cruise,Vectors,,,,,,,,,,,,,,Air Carrier,Approach,Air Traffic Control Fully Certified,Air Traffic Control Radar 5,,,,202946,,,Government,Approach,Air Traffic Control Fully Certified,,,,,,ATC Issue All Types; Conflict Airborne Conflict; Deviation - Procedural Published Material / Policy; Other Airspace Violation Entry or Exit,Horizontal 6000; Vertical 0,,Person Air Traffic Control,,Air Traffic Control Issued New Clearance,,Human Factors,"WHILE WORKING VIKKY RADAR I TOOK A HDOF FROM 490 ON ATX X AT 60 ON V1 NE OF MAD. SHORTLY AFTER THE PLT CHKED IN; I SAW ATX Y ALSO AT 60; NE OF ATX X HDG ON A TRACK THAT WOULD MERGE WITH ATX X ; AND SLIGHTLY FASTER. I ISSUED THE TFC TO ATX X WHO ADVISED HE WAS IMC. I CHKED TO SEE IF THE LOVES CTLR WAS WORKING ATX Y (HE HAD TAKEN THE HDOF); BUT WAS TOLD HE WAS NOT. I THEN CALLED Y90 TO SEE IF THEY WERE STILL WORKING ATX Y AND TO DETERMINE IF THEY WERE TURNING HIM WBOUND (AWAY FROM ATX X.) Y90 ADVISED ATX Y WAS TURNING WBOUND AND I IN TURN ADVISED THEM I WAS TURNING ATX X SBOUND - WHICH THEY APPROVED. I THEN TURNED ATX X ON A HDG OF 180; AWAY FROM THE TFC.",,,,"APCH CTLR UNAUTHORIZED UNCOORD PENETRATION OF AIRSPACE WITH ATX Y HAD LTSS WITH ATX X. SYS ERROR.",
204316,199203,0601-1200,BDR,CT,,20,,13000,VMC,,,Daylight,,,Center ZBW; TRACON N90,Air Carrier,Medium Large Transport; Low Wing; 2 Turbojet Eng,,2,,IFR,Passenger,,Descent; Descent,Vectors,Class E N90,,,,,,,,,,,,,,,,Air Carrier,Any Unknown or Unlisted Aircraft Manufacturer,,2,,IFR,Passenger,,,Vectors,,,,,,,,,,,,,,Government,Enroute,Air Traffic Control Fully Certified,,,,,204316,,,Government,Approach,Air Traffic Control Fully Certified,,,,,,Conflict Airborne Conflict,Horizontal 20400; Vertical 0,,Automation Air Traffic Control,,General None Reported / Taken,,Human Factors,"ACR X ON SWF ARR IS RTED VIA BDR V91 STUBY V205 TRESA SWF. THESE ACFT HAVE TO BE DSNDED INTO N90'S AIRSPACE IN ORDER TO MEET A XING RESTRICTION AT 60 FOR ANOTHER N90 SECTOR. BUT THE FIRST N90 SECTOR (LIBERTY E) WILL NOT WORK THE ACFT BUT WILL ACCEPT POINTOUTS ON THE ACFT DSNDING UP TO 1000 FT INTO THEIR AIRSPACE. WE GET THE ACFT FROM ZNY AT THE LOWEST VISIBLE FL (FL190 IN THIS INSTANCE). LIBERTY E APPROVED A POINTOUT ON ACR X DSND TO 140 ONLY. THEY THEN CALLED BACK ISSUING TFC FOR ACR X WHICH WAS DIRECTLY IN FRONT OF ACR X CLBING TO 17000. WE AGREED TO TURN OUR TFC TO THE NW AND DSND ACR X UNDERNEATH THEIR TFC WHICH THEY STOPPED AT 160. I STOPPED ACR X AT 17000 AND TURNED TO A 310 DEG HDG. WHEN I HAD ACHIEVED LATERAL SEPARATION; ISSUED A DSCNT TO ACR X TO 14000. LIBERTY E THEN CALLED US AND SAID WE COULD GO TO 12000 WITH ACR X. I ISSUED DSCNT TO 120 ON ACR X AND SHORTLY THEREAFTER; OBSERVED A CONFLICT ALERT WITH ACR Y WHO SHOWED AN ALT OF V128 IN DATA BLOCK. I ASSUMED ACR Y WAS VFR AND THAT ACR X WOULD BE SAFELY IN FRONT OF TFC BEFORE THEIR ALTS WERE CLOSE. WE THEN FOUND OUT ACR Y WAS IFR EVEN THOUGH OUR COMPUTER HAD NO FLT PLAN. I COULD NOT STOP THE DSCNT OF ACR X IN TIME AND SEPARATION WAS LOST (3.6 NM). SINCE BOTH ACFT WERE IN N90'S AIRSPACE; I WAS TOLD THAT NO OPERROR EXISTED SINCE THEY ONLY NEED 3 NM SEPARATION. BUT N90 HAD NO IDEA WHAT HDG I HAD ISSUED ACR X; AS I ONLY TOLD THEM THAT I WOULD GO NW (WHICH WAS TOWARD ACR Y) TO GO UNDER THE TFC THEY HAD ISSUED TO US ON THE POINTOUT. IN MY OPINION; IT WAS ONLY BLIND LUCK THAT PREVENTED ACR X FROM COMING WITHIN 3 NM OF ACR Y AND THE WHOLE PRACTICE OF N90 NOT WORKING THIS TFC IS AN UNSAFE PROC. THIS SECTOR AND SPECIFICALLY THIS PROC WAS UCR'ED OVER 6 MONTHS AGO. SO FAR; NOTHING HAS CHANGED AND THIS EXAMPLE ILLUSTRATES HOW UNSAFE IT IS. WE; THE CTLRS OF AREA E; HOWEVER; WHO ARE STUCK WORKING THIS PROC; MAKE IT WORK BECAUSE WE HAVE TO. ZNY AND N90 HAVE ALL BUT REFUSED TO EVEN DISCUSS ANY PLAUSIBLE SOLUTIONS. IT IS VERY FRUSTRATING AS N90 REFUSES TO WORK CLBING AND DSNDING TFC IN THEIR SECTORS; EVEN THOUGH THEIR SEPARATION MINIMA IS SMALLER THAN OURS. AND WE WORKED THE SAME AIRSPACE WITH MORE TFC THAN THEY DO NOW. HOPEFULLY; THIS LETTER WILL LEAD TO IMPROVE THE PROCS IN THIS SECTOR AND THE WORKABILITY/FLEXIBILITY/RELATIONSHIP WITH N90. IN MY OPINION; A MIDAIR COLLISION WILL RESULT IN THIS SECTOR IF THE CURRENT PROCS ARE NOT CHANGED.",,,,"ACR X DSCNT THROUGH OCCUPIED ALT IN APCH CTL AIRSPACE CONFLICT ALERT ACTIVATED WITH ACR Y.",
204698,199203,,PSM,NH,,,0,,,,,,,,TRACON PSM; Tower PSM,,,,,,,,Localizer/Glideslope/ILS PSM; NDB ESG; VOR / VORTAC PSM,,,Class D PSM; Class E PSM; Class E MHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Compensated GA,FBO Personnel,Other Other,,,,,204698,,,Government,,Other Other,,,,,,Conflict Airborne Conflict; Conflict Ground Conflict; Critical; Other Unspecified,,,Person Other Person,,General None Reported / Taken,ATC Equipment / Nav Facility / Buildings; Airport,Human Factors,"ON MARCH/SAT/92; MHT APCH CONSOLIDATED PEASE AIRSPACE INTO MHT'S. MHT IS NOW TOTALLY CTLING AIRSPACE IN THE SEACOAST NH; SOUTHERN MAINE AREA. RADAR IS NOT AVAILABLE BELOW 2500 (SOMETIMES 3000 FT AND HIGHER) FT. ADDITIONALLY; MHT'S RADIOS ARE WEAK AND SOMETIMES UNREADABLE. ALSO THE PSM VOR IS OTS FOR ENVIRONMENTAL TESTING AND THE ESG NDB IS OTS. PSM ILS IS OTS; WHICH MEANS PEASE ARPT; LITTLEBROOK AIRPARK (ELIOT; ME) AND SKY HAVEN ARPT (ROCHESTER; NH) HAVE NO INST APCHS. THE SEACOAST HAS A LOT OF GA ACFT FLYING THE COAST. THERE IS GOING TO BE A MIDAIR AND POSSIBLY AN ACCIDENT IN IFR SINCE PEOPLE ARE USED TO SUPER RADAR SVC AND THE ACCIDENT WILL BE A SYS INDUCED ACCIDENT. SENATORS AND CONGRESSMEN HAVE ASKED FAA TO KEEP PEASE RADAR OPEN; FAA HAS DENIED REQUEST. THE WHOLE PAFB CLOSURE HAS BEEN AN AVIATION SAFETY NIGHTMARE- 1. WRONG FREQ ON MY SECTIONAL FOR PSM TWR AND NO NOTAM FOR 6 MONTHS. 2. WRONG FREQ FOR TWR APCH ON LOW ALT CHARTS. 3. NO NOTAMS ON- 1) CHANGE IN HRS OF PEASE APCH; 2) NAME CHANGE FOR FACILITY PRIOR TO - AND NOTAM APPEARED 1 DAY LATER. 3) IFR CLRNC PROCS. CTLRS AT MHT ARE SCARED THERE'S GOING TO BE AN ACCIDENT BECAUSE OF POOR RADAR; POOR COM; NO INST APCHS.",,,,"FBO RPTS LOSS OF CERTAIN NAVAID CAPABILITIES AND COM PROBLEMS ALONG WITH A CHANGE IN RADAR ADVISORY SVCS.",
